Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
604,Peru,5510,Production,1354,Strawberries,2024,2024,t,41523.66,A,Official figure,
608,Philippines,5312,Area harvested,1354,Strawberries,2020,2020,ha,165,A,Official figure,
608,Philippines,5412,Yield,1354,Strawberries,2020,2020,kg/ha,7266.8,A,Official figure,
608,Philippines,5510,Production,1354,Strawberries,2020,2020,t,1202.43,A,Official figure,
608,Philippines,5312,Area harvested,1354,Strawberries,2021,2021,ha,242,A,Official figure,
608,Philippines,5412,Yield,1354,Strawberries,2021,2021,kg/ha,7347.9,A,Official figure,
608,Philippines,5510,Production,1354,Strawberries,2021,2021,t,1780.7,A,Official figure,
608,Philippines,5312,Area harvested,1354,Strawberries,2022,2022,ha,304,A,Official figure,
608,Philippines,5412,Yield,1354,Strawberries,2022,2022,kg/ha,9939.1,A,Official figure,
608,Philippines,5510,Production,1354,Strawberries,2022,2022,t,3018.89,A,Official figure,
608,Philippines,5312,Area harvested,1354,Strawberries,2023,2023,ha,325,A,Official figure,
608,Philippines,5412,Yield,1354,Strawberries,2023,2023,kg/ha,9588.5,A,Official figure,
608,Philippines,5510,Production,1354,Strawberries,2023,2023,t,3111.93,A,Official figure,
608,Philippines,5312,Area harvested,1354,Strawberries,2024,2024,ha,260,A,Official figure,
608,Philippines,5412,Yield,1354,Strawberries,2024,2024,kg/ha,9621.1,E,Estimated value,
608,Philippines,5510,Production,1354,Strawberries,2024,2024,t,2500,E,Estimated value,
616,Poland,5312,Area harvested,1354,Strawberries,2020,2020,ha,33000,A,Official figure,
616,Poland,5412,Yield,1354,Strawberries,2020,2020,kg/ha,4775.8,A,Official figure,
616,Poland,5510,Production,1354,Strawberries,2020,2020,t,157600,A,Official figure,
616,Poland,5312,Area harvested,1354,Strawberries,2021,2021,ha,33900,A,Official figure,
616,Poland,5412,Yield,1354,Strawberries,2021,2021,kg/ha,4805.3,A,Official figure,
616,Poland,5510,Production,1354,Strawberries,2021,2021,t,162900,A,Official figure,
616,Poland,5312,Area harvested,1354,Strawberries,2022,2022,ha,31300,A,Official figure,
616,Poland,5412,Yield,1354,Strawberries,2022,2022,kg/ha,6370.6,A,Official figure,
616,Poland,5510,Production,1354,Strawberries,2022,2022,t,199400,A,Official figure,
616,Poland,5312,Area harvested,1354,Strawberries,2023,2023,ha,30000,A,Official figure,
616,Poland,5412,Yield,1354,Strawberries,2023,2023,kg/ha,6483.3,A,Official figure,
616,Poland,5510,Production,1354,Strawberries,2023,2023,t,194500,A,Official figure,
616,Poland,5312,Area harvested,1354,Strawberries,2024,2024,ha,29200,A,Official figure,
616,Poland,5412,Yield,1354,Strawberries,2024,2024,kg/ha,5938.4,A,Official figure,
616,Poland,5510,Production,1354,Strawberries,2024,2024,t,173400,A,Official figure,
620,Portugal,5312,Area harvested,1354,Strawberries,2020,2020,ha,810,A,Official figure,
620,Portugal,5412,Yield,1354,Strawberries,2020,2020,kg/ha,29074.1,A,Official figure,
620,Portugal,5510,Production,1354,Strawberries,2020,2020,t,23550,A,Official figure,
620,Portugal,5312,Area harvested,1354,Strawberries,2021,2021,ha,610,A,Official figure,
620,Portugal,5412,Yield,1354,Strawberries,2021,2021,kg/ha,37721.3,A,Official figure,
620,Portugal,5510,Production,1354,Strawberries,2021,2021,t,23010,A,Official figure,
620,Portugal,5312,Area harvested,1354,Strawberries,2022,2022,ha,520,A,Official figure,
620,Portugal,5412,Yield,1354,Strawberries,2022,2022,kg/ha,34788.5,A,Official figure,
620,Portugal,5510,Production,1354,Strawberries,2022,2022,t,18090,A,Official figure,
620,Portugal,5312,Area harvested,1354,Strawberries,2023,2023,ha,590,A,Official figure,
620,Portugal,5412,Yield,1354,Strawberries,2023,2023,kg/ha,32694.9,A,Official figure,
620,Portugal,5510,Production,1354,Strawberries,2023,2023,t,19290,A,Official figure,
620,Portugal,5312,Area harvested,1354,Strawberries,2024,2024,ha,320,A,Official figure,
620,Portugal,5412,Yield,1354,Strawberries,2024,2024,kg/ha,27500,A,Official figure,
620,Portugal,5510,Production,1354,Strawberries,2024,2024,t,8800,A,Official figure,
410,Republic of Korea,5312,Area harvested,1354,Strawberries,2020,2020,ha,5683,A,Official figure,
410,Republic of Korea,5412,Yield,1354,Strawberries,2020,2020,kg/ha,28795.7,A,Official figure,
410,Republic of Korea,5510,Production,1354,Strawberries,2020,2020,t,163646,A,Official figure,
410,Republic of Korea,5312,Area harvested,1354,Strawberries,2021,2021,ha,6103,A,Official figure,
410,Republic of Korea,5412,Yield,1354,Strawberries,2021,2021,kg/ha,29080.8,A,Official figure,
410,Republic of Korea,5510,Production,1354,Strawberries,2021,2021,t,177480,A,Official figure,
410,Republic of Korea,5312,Area harvested,1354,Strawberries,2022,2022,ha,5745,A,Official figure,
410,Republic of Korea,5412,Yield,1354,Strawberries,2022,2022,kg/ha,27642.6,A,Official figure,
410,Republic of Korea,5510,Production,1354,Strawberries,2022,2022,t,158807,A,Official figure,
410,Republic of Korea,5312,Area harvested,1354,Strawberries,2023,2023,ha,5600,A,Official figure,
410,Republic of Korea,5412,Yield,1354,Strawberries,2023,2023,kg/ha,28477.7,A,Official figure,
410,Republic of Korea,5510,Production,1354,Strawberries,2023,2023,t,159475,A,Official figure,
410,Republic of Korea,5312,Area harvested,1354,Strawberries,2024,2024,ha,5676,I,Value imputed by a receiving agency,
410,Republic of Korea,5412,Yield,1354,Strawberries,2024,2024,kg/ha,29819.8,E,Estimated value,
410,Republic of Korea,5510,Production,1354,Strawberries,2024,2024,t,169266.92,I,Value imputed by a receiving agency,
498,Republic of Moldova,5312,Area harvested,1354,Strawberries,2020,2020,ha,2056,A,Official figure,
498,Republic of Moldova,5412,Yield,1354,Strawberries,2020,2020,kg/ha,5087.5,A,Official figure,
498,Republic of Moldova,5510,Production,1354,Strawberries,2020,2020,t,10460,A,Official figure,
498,Republic of Moldova,5312,Area harvested,1354,Strawberries,2021,2021,ha,1812,A,Official figure,
498,Republic of Moldova,5412,Yield,1354,Strawberries,2021,2021,kg/ha,7061.8,A,Official figure,
498,Republic of Moldova,5510,Production,1354,Strawberries,2021,2021,t,12796,A,Official figure,
498,Republic of Moldova,5312,Area harvested,1354,Strawberries,2022,2022,ha,2003,A,Official figure,
498,Republic of Moldova,5412,Yield,1354,Strawberries,2022,2022,kg/ha,6147.3,A,Official figure,
498,Republic of Moldova,5510,Production,1354,Strawberries,2022,2022,t,12313,A,Official figure,
498,Republic of Moldova,5312,Area harvested,1354,Strawberries,2023,2023,ha,2194,A,Official figure,
498,Republic of Moldova,5412,Yield,1354,Strawberries,2023,2023,kg/ha,5127.2,A,Official figure,
498,Republic of Moldova,5510,Production,1354,Strawberries,2023,2023,t,11249,A,Official figure,
498,Republic of Moldova,5312,Area harvested,1354,Strawberries,2024,2024,ha,2538,A,Official figure,
498,Republic of Moldova,5412,Yield,1354,Strawberries,2024,2024,kg/ha,4009.9,A,Official figure,
498,Republic of Moldova,5510,Production,1354,Strawberries,2024,2024,t,10177,A,Official figure,
642,Romania,5312,Area harvested,1354,Strawberries,2020,2020,ha,3290,A,Official figure,
642,Romania,5412,Yield,1354,Strawberries,2020,2020,kg/ha,6978.7,A,Official figure,
642,Romania,5510,Production,1354,Strawberries,2020,2020,t,22960,A,Official figure,
642,Romania,5312,Area harvested,1354,Strawberries,2021,2021,ha,2550,A,Official figure,
642,Romania,5412,Yield,1354,Strawberries,2021,2021,kg/ha,7227.5,A,Official figure,
642,Romania,5510,Production,1354,Strawberries,2021,2021,t,18430,A,Official figure,
642,Romania,5312,Area harvested,1354,Strawberries,2022,2022,ha,2590,A,Official figure,
642,Romania,5412,Yield,1354,Strawberries,2022,2022,kg/ha,6795.4,A,Official figure,
642,Romania,5510,Production,1354,Strawberries,2022,2022,t,17600,A,Official figure,
642,Romania,5312,Area harvested,1354,Strawberries,2023,2023,ha,2840,A,Official figure,
642,Romania,5412,Yield,1354,Strawberries,2023,2023,kg/ha,7267.6,A,Official figure,
642,Romania,5510,Production,1354,Strawberries,2023,2023,t,20640,A,Official figure,
642,Romania,5312,Area harvested,1354,Strawberries,2024,2024,ha,2620,A,Official figure,
642,Romania,5412,Yield,1354,Strawberries,2024,2024,kg/ha,7030.5,A,Official figure,
642,Romania,5510,Production,1354,Strawberries,2024,2024,t,18420,A,Official figure,
643,Russian Federation,5312,Area harvested,1354,Strawberries,2020,2020,ha,34020,I,Value imputed by a receiving agency,
643,Russian Federation,5412,Yield,1354,Strawberries,2020,2020,kg/ha,6419.8,E,Estimated value,
643,Russian Federation,5510,Production,1354,Strawberries,2020,2020,t,218400,E,Estimated value,
643,Russian Federation,5312,Area harvested,1354,Strawberries,2021,2021,ha,36574,I,Value imputed by a receiving agency,
643,Russian Federation,5412,Yield,1354,Strawberries,2021,2021,kg/ha,6482.7,E,Estimated value,
643,Russian Federation,5510,Production,1354,Strawberries,2021,2021,t,237100,E,Estimated value,
643,Russian Federation,5312,Area harvested,1354,Strawberries,2022,2022,ha,39026,I,Value imputed by a receiving agency,
643,Russian Federation,5412,Yield,1354,Strawberries,2022,2022,kg/ha,6528.9,E,Estimated value,
643,Russian Federation,5510,Production,1354,Strawberries,2022,2022,t,254800,E,Estimated value,
643,Russian Federation,5312,Area harvested,1354,Strawberries,2023,2023,ha,40527,I,Value imputed by a receiving agency,
643,Russian Federation,5412,Yield,1354,Strawberries,2023,2023,kg/ha,6527.7,E,Estimated value,
643,Russian Federation,5510,Production,1354,Strawberries,2023,2023,t,264547.42,I,Value imputed by a receiving agency,
643,Russian Federation,5312,Area harvested,1354,Strawberries,2024,2024,ha,38848,I,Value imputed by a receiving agency,
643,Russian Federation,5412,Yield,1354,Strawberries,2024,2024,kg/ha,6528.7,E,Estimated value,
643,Russian Federation,5510,Production,1354,Strawberries,2024,2024,t,253628.39,I,Value imputed by a receiving agency,
688,Serbia,5312,Area harvested,1354,Strawberries,2020,2020,ha,6716,A,Official figure,
688,Serbia,5412,Yield,1354,Strawberries,2020,2020,kg/ha,4538.9,A,Official figure,
688,Serbia,5510,Production,1354,Strawberries,2020,2020,t,30483,A,Official figure,
688,Serbia,5312,Area harvested,1354,Strawberries,2021,2021,ha,6788,A,Official figure,
688,Serbia,5412,Yield,1354,Strawberries,2021,2021,kg/ha,3303.9,A,Official figure,
688,Serbia,5510,Production,1354,Strawberries,2021,2021,t,22427,A,Official figure,
688,Serbia,5312,Area harvested,1354,Strawberries,2022,2022,ha,7039,A,Official figure,
688,Serbia,5412,Yield,1354,Strawberries,2022,2022,kg/ha,4680.1,A,Official figure,
688,Serbia,5510,Production,1354,Strawberries,2022,2022,t,32943,A,Official figure,
688,Serbia,5312,Area harvested,1354,Strawberries,2023,2023,ha,7229,A,Official figure,
688,Serbia,5412,Yield,1354,Strawberries,2023,2023,kg/ha,3279,A,Official figure,
688,Serbia,5510,Production,1354,Strawberries,2023,2023,t,23703.89,A,Official figure,
688,Serbia,5312,Area harvested,1354,Strawberries,2024,2024,ha,7035,A,Official figure,
688,Serbia,5412,Yield,1354,Strawberries,2024,2024,kg/ha,4106,A,Official figure,
688,Serbia,5510,Production,1354,Strawberries,2024,2024,t,28885.71,A,Official figure,
703,Slovakia,5312,Area harvested,1354,Strawberries,2020,2020,ha,210,A,Official figure,
703,Slovakia,5412,Yield,1354,Strawberries,2020,2020,kg/ha,5285.7,A,Official figure,
703,Slovakia,5510,Production,1354,Strawberries,2020,2020,t,1110,A,Official figure,
703,Slovakia,5312,Area harvested,1354,Strawberries,2021,2021,ha,610,A,Official figure,
703,Slovakia,5412,Yield,1354,Strawberries,2021,2021,kg/ha,4082,A,Official figure,
703,Slovakia,5510,Production,1354,Strawberries,2021,2021,t,2490,A,Official figure,
703,Slovakia,5312,Area harvested,1354,Strawberries,2022,2022,ha,240,A,Official figure,
703,Slovakia,5412,Yield,1354,Strawberries,2022,2022,kg/ha,5166.7,A,Official figure,
703,Slovakia,5510,Production,1354,Strawberries,2022,2022,t,1240,A,Official figure,
703,Slovakia,5312,Area harvested,1354,Strawberries,2023,2023,ha,330,A,Official figure,
703,Slovakia,5412,Yield,1354,Strawberries,2023,2023,kg/ha,8151.5,A,Official figure,
703,Slovakia,5510,Production,1354,Strawberries,2023,2023,t,2690,A,Official figure,
703,Slovakia,5312,Area harvested,1354,Strawberries,2024,2024,ha,220,A,Official figure,
703,Slovakia,5412,Yield,1354,Strawberries,2024,2024,kg/ha,6590.9,A,Official figure,
703,Slovakia,5510,Production,1354,Strawberries,2024,2024,t,1450,A,Official figure,
705,Slovenia,5312,Area harvested,1354,Strawberries,2020,2020,ha,120,A,Official figure,
705,Slovenia,5412,Yield,1354,Strawberries,2020,2020,kg/ha,16833.3,A,Official figure,
705,Slovenia,5510,Production,1354,Strawberries,2020,2020,t,2020,A,Official figure,
705,Slovenia,5312,Area harvested,1354,Strawberries,2021,2021,ha,120,A,Official figure,
705,Slovenia,5412,Yield,1354,Strawberries,2021,2021,kg/ha,16833.3,A,Official figure,
705,Slovenia,5510,Production,1354,Strawberries,2021,2021,t,2020,A,Official figure,
705,Slovenia,5312,Area harvested,1354,Strawberries,2022,2022,ha,130,A,Official figure,
705,Slovenia,5412,Yield,1354,Strawberries,2022,2022,kg/ha,17769.2,A,Official figure,
705,Slovenia,5510,Production,1354,Strawberries,2022,2022,t,2310,A,Official figure,
705,Slovenia,5312,Area harvested,1354,Strawberries,2023,2023,ha,110,A,Official figure,
705,Slovenia,5412,Yield,1354,Strawberries,2023,2023,kg/ha,14909.1,A,Official figure,
705,Slovenia,5510,Production,1354,Strawberries,2023,2023,t,1640,A,Official figure,
705,Slovenia,5312,Area harvested,1354,Strawberries,2024,2024,ha,110,A,Official figure,
705,Slovenia,5412,Yield,1354,Strawberries,2024,2024,kg/ha,15272.7,A,Official figure,
705,Slovenia,5510,Production,1354,Strawberries,2024,2024,t,1680,A,Official figure,
710,South Africa,5312,Area harvested,1354,Strawberries,2020,2020,ha,901,I,Value imputed by a receiving agency,
710,South Africa,5412,Yield,1354,Strawberries,2020,2020,kg/ha,12069.5,E,Estimated value,
710,South Africa,5510,Production,1354,Strawberries,2020,2020,t,10876,A,Official figure,
710,South Africa,5312,Area harvested,1354,Strawberries,2021,2021,ha,946,I,Value imputed by a receiving agency,
710,South Africa,5412,Yield,1354,Strawberries,2021,2021,kg/ha,12299,E,Estimated value,
710,South Africa,5510,Production,1354,Strawberries,2021,2021,t,11637,A,Official figure,
710,South Africa,5312,Area harvested,1354,Strawberries,2022,2022,ha,1059,I,Value imputed by a receiving agency,
710,South Africa,5412,Yield,1354,Strawberries,2022,2022,kg/ha,12141.9,E,Estimated value,
710,South Africa,5510,Production,1354,Strawberries,2022,2022,t,12863.11,A,Official figure,
710,South Africa,5312,Area harvested,1354,Strawberries,2023,2023,ha,1090,I,Value imputed by a receiving agency,
710,South Africa,5412,Yield,1354,Strawberries,2023,2023,kg/ha,12181.1,E,Estimated value,
710,South Africa,5510,Production,1354,Strawberries,2023,2023,t,13273.7,A,Official figure,
710,South Africa,5312,Area harvested,1354,Strawberries,2024,2024,ha,1233,I,Value imputed by a receiving agency,
710,South Africa,5412,Yield,1354,Strawberries,2024,2024,kg/ha,12220.3,E,Estimated value,
710,South Africa,5510,Production,1354,Strawberries,2024,2024,t,15065.41,A,Official figure,
724,Spain,5312,Area harvested,1354,Strawberries,2020,2020,ha,7350,A,Official figure,
724,Spain,5412,Yield,1354,Strawberries,2020,2020,kg/ha,37081.6,A,Official figure,
724,Spain,5510,Production,1354,Strawberries,2020,2020,t,272550,A,Official figure,
724,Spain,5312,Area harvested,1354,Strawberries,2021,2021,ha,7220,A,Official figure,
724,Spain,5412,Yield,1354,Strawberries,2021,2021,kg/ha,49940.4,A,Official figure,
724,Spain,5510,Production,1354,Strawberries,2021,2021,t,360570,A,Official figure,
724,Spain,5312,Area harvested,1354,Strawberries,2022,2022,ha,7270,A,Official figure,
724,Spain,5412,Yield,1354,Strawberries,2022,2022,kg/ha,44825.3,A,Official figure,
724,Spain,5510,Production,1354,Strawberries,2022,2022,t,325880,A,Official figure,
724,Spain,5312,Area harvested,1354,Strawberries,2023,2023,ha,7310,A,Official figure,
724,Spain,5412,Yield,1354,Strawberries,2023,2023,kg/ha,45045.1,A,Official figure,
724,Spain,5510,Production,1354,Strawberries,2023,2023,t,329280,A,Official figure,
724,Spain,5312,Area harvested,1354,Strawberries,2024,2024,ha,7000,A,Official figure,
724,Spain,5412,Yield,1354,Strawberries,2024,2024,kg/ha,46220,A,Official figure,
724,Spain,5510,Production,1354,Strawberries,2024,2024,t,323540,A,Official figure,
752,Sweden,5312,Area harvested,1354,Strawberries,2020,2020,ha,2080,A,Official figure,
752,Sweden,5412,Yield,1354,Strawberries,2020,2020,kg/ha,8278.8,A,Official figure,
752,Sweden,5510,Production,1354,Strawberries,2020,2020,t,17220,A,Official figure,
752,Sweden,5312,Area harvested,1354,Strawberries,2021,2021,ha,2080,A,Official figure,
752,Sweden,5412,Yield,1354,Strawberries,2021,2021,kg/ha,7769.2,A,Official figure,
752,Sweden,5510,Production,1354,Strawberries,2021,2021,t,16160,A,Official figure,
752,Sweden,5312,Area harvested,1354,Strawberries,2022,2022,ha,1980,A,Official figure,
752,Sweden,5412,Yield,1354,Strawberries,2022,2022,kg/ha,7914.1,A,Official figure,
752,Sweden,5510,Production,1354,Strawberries,2022,2022,t,15670,A,Official figure,
752,Sweden,5312,Area harvested,1354,Strawberries,2023,2023,ha,1630,A,Official figure,
752,Sweden,5412,Yield,1354,Strawberries,2023,2023,kg/ha,9631.9,A,Official figure,
752,Sweden,5510,Production,1354,Strawberries,2023,2023,t,15700,A,Official figure,
752,Sweden,5312,Area harvested,1354,Strawberries,2024,2024,ha,1670,A,Official figure,
752,Sweden,5412,Yield,1354,Strawberries,2024,2024,kg/ha,8323.4,A,Official figure,
752,Sweden,5510,Production,1354,Strawberries,2024,2024,t,13900,A,Official figure,
756,Switzerland,5312,Area harvested,1354,Strawberries,2020,2020,ha,521,A,Official figure,
756,Switzerland,5412,Yield,1354,Strawberries,2020,2020,kg/ha,17416.5,A,Official figure,
756,Switzerland,5510,Production,1354,Strawberries,2020,2020,t,9074,A,Official figure,
756,Switzerland,5312,Area harvested,1354,Strawberries,2021,2021,ha,515,A,Official figure,
756,Switzerland,5412,Yield,1354,Strawberries,2021,2021,kg/ha,17058.3,A,Official figure,
756,Switzerland,5510,Production,1354,Strawberries,2021,2021,t,8785,A,Official figure,
756,Switzerland,5312,Area harvested,1354,Strawberries,2022,2022,ha,529,A,Official figure,
756,Switzerland,5412,Yield,1354,Strawberries,2022,2022,kg/ha,15858.2,A,Official figure,
756,Switzerland,5510,Production,1354,Strawberries,2022,2022,t,8389,A,Official figure,
756,Switzerland,5312,Area harvested,1354,Strawberries,2023,2023,ha,510,A,Official figure,
756,Switzerland,5412,Yield,1354,Strawberries,2023,2023,kg/ha,18945.1,A,Official figure,
756,Switzerland,5510,Production,1354,Strawberries,2023,2023,t,9662,A,Official figure,
756,Switzerland,5312,Area harvested,1354,Strawberries,2024,2024,ha,491,A,Official figure,
756,Switzerland,5412,Yield,1354,Strawberries,2024,2024,kg/ha,17851.3,A,Official figure,
756,Switzerland,5510,Production,1354,Strawberries,2024,2024,t,8765,A,Official figure,
788,Tunisia,5312,Area harvested,1354,Strawberries,2020,2020,ha,406,I,Value imputed by a receiving agency,
788,Tunisia,5412,Yield,1354,Strawberries,2020,2020,kg/ha,25038.5,E,Estimated value,
788,Tunisia,5510,Production,1354,Strawberries,2020,2020,t,10158.42,I,Value imputed by a receiving agency,
788,Tunisia,5312,Area harvested,1354,Strawberries,2021,2021,ha,412,I,Value imputed by a receiving agency,
788,Tunisia,5412,Yield,1354,Strawberries,2021,2021,kg/ha,24643.1,E,Estimated value,
788,Tunisia,5510,Production,1354,Strawberries,2021,2021,t,10158.93,E,Estimated value,
788,Tunisia,5312,Area harvested,1354,Strawberries,2022,2022,ha,410,E,Estimated value,
788,Tunisia,5412,Yield,1354,Strawberries,2022,2022,kg/ha,24687,E,Estimated value,
788,Tunisia,5510,Production,1354,Strawberries,2022,2022,t,10109.43,E,Estimated value,
788,Tunisia,5312,Area harvested,1354,Strawberries,2023,2023,ha,409,E,Estimated value,
788,Tunisia,5412,Yield,1354,Strawberries,2023,2023,kg/ha,24788.4,E,Estimated value,
788,Tunisia,5510,Production,1354,Strawberries,2023,2023,t,10142.26,E,Estimated value,
788,Tunisia,5312,Area harvested,1354,Strawberries,2024,2024,ha,410,E,Estimated value,
788,Tunisia,5412,Yield,1354,Strawberries,2024,2024,kg/ha,24706,E,Estimated value,
788,Tunisia,5510,Production,1354,Strawberries,2024,2024,t,10136.87,E,Estimated value,
792,Türkiye,5312,Area harvested,1354,Strawberries,2020,2020,ha,17978,A,Official figure,
792,Türkiye,5412,Yield,1354,Strawberries,2020,2020,kg/ha,30399.7,A,Official figure,
792,Türkiye,5510,Production,1354,Strawberries,2020,2020,t,546525,A,Official figure,
792,Türkiye,5312,Area harvested,1354,Strawberries,2021,2021,ha,18676,A,Official figure,
792,Türkiye,5412,Yield,1354,Strawberries,2021,2021,kg/ha,35831.8,A,Official figure,
792,Türkiye,5510,Production,1354,Strawberries,2021,2021,t,669195,A,Official figure,
792,Türkiye,5312,Area harvested,1354,Strawberries,2022,2022,ha,22272,A,Official figure,
792,Türkiye,5412,Yield,1354,Strawberries,2022,2022,kg/ha,32691.8,A,Official figure,
792,Türkiye,5510,Production,1354,Strawberries,2022,2022,t,728112,A,Official figure,
792,Türkiye,5312,Area harvested,1354,Strawberries,2023,2023,ha,21984,A,Official figure,
792,Türkiye,5412,Yield,1354,Strawberries,2023,2023,kg/ha,30786.8,A,Official figure,
792,Türkiye,5510,Production,1354,Strawberries,2023,2023,t,676818,A,Official figure,
792,Türkiye,5312,Area harvested,1354,Strawberries,2024,2024,ha,19651,A,Official figure,
792,Türkiye,5412,Yield,1354,Strawberries,2024,2024,kg/ha,30851.1,A,Official figure,
792,Türkiye,5510,Production,1354,Strawberries,2024,2024,t,606254,A,Official figure,
804,Ukraine,5312,Area harvested,1354,Strawberries,2020,2020,ha,8100,A,Official figure,
804,Ukraine,5412,Yield,1354,Strawberries,2020,2020,kg/ha,6811.1,A,Official figure,
804,Ukraine,5510,Production,1354,Strawberries,2020,2020,t,55170,A,Official figure,
804,Ukraine,5312,Area harvested,1354,Strawberries,2021,2021,ha,8000,A,Official figure,
804,Ukraine,5412,Yield,1354,Strawberries,2021,2021,kg/ha,7781.3,A,Official figure,
804,Ukraine,5510,Production,1354,Strawberries,2021,2021,t,62250,A,Official figure,
804,Ukraine,5312,Area harvested,1354,Strawberries,2022,2022,ha,7000,A,Official figure,
804,Ukraine,5412,Yield,1354,Strawberries,2022,2022,kg/ha,7817.1,A,Official figure,
804,Ukraine,5510,Production,1354,Strawberries,2022,2022,t,54720,A,Official figure,
804,Ukraine,5312,Area harvested,1354,Strawberries,2023,2023,ha,6900,A,Official figure,
804,Ukraine,5412,Yield,1354,Strawberries,2023,2023,kg/ha,7736.2,A,Official figure,
804,Ukraine,5510,Production,1354,Strawberries,2023,2023,t,53380,A,Official figure,
804,Ukraine,5312,Area harvested,1354,Strawberries,2024,2024,ha,7000,E,Estimated value,
804,Ukraine,5412,Yield,1354,Strawberries,2024,2024,kg/ha,7728.6,E,Estimated value,
804,Ukraine,5510,Production,1354,Strawberries,2024,2024,t,54100,E,Estimated value,
826,United Kingdom of Great Britain and Northern Ireland,5312,Area harvested,1354,Strawberries,2020,2020,ha,4883,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5412,Yield,1354,Strawberries,2020,2020,kg/ha,26547.8,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5510,Production,1354,Strawberries,2020,2020,t,129633,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5312,Area harvested,1354,Strawberries,2021,2021,ha,4937,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5412,Yield,1354,Strawberries,2021,2021,kg/ha,23215.5,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5510,Production,1354,Strawberries,2021,2021,t,114614,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5312,Area harvested,1354,Strawberries,2022,2022,ha,4808,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5412,Yield,1354,Strawberries,2022,2022,kg/ha,25397.7,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5510,Production,1354,Strawberries,2022,2022,t,122112.27,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5312,Area harvested,1354,Strawberries,2023,2023,ha,4673,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5412,Yield,1354,Strawberries,2023,2023,kg/ha,22777.7,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5510,Production,1354,Strawberries,2023,2023,t,106443.24,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5312,Area harvested,1354,Strawberries,2024,2024,ha,4527,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5412,Yield,1354,Strawberries,2024,2024,kg/ha,21802.5,A,Official figure,
826,United Kingdom of Great Britain and Northern Ireland,5510,Production,1354,Strawberries,2024,2024,t,98703.09,A,Official figure,
840,United States of America,5312,Area harvested,1354,Strawberries,2020,2020,ha,18818,A,Official figure,
840,United States of America,5412,Yield,1354,Strawberries,2020,2020,kg/ha,64285.8,A,Official figure,
840,United States of America,5510,Production,1354,Strawberries,2020,2020,t,1209730,A,Official figure,
840,United States of America,5312,Area harvested,1354,Strawberries,2021,2021,ha,21246,A,Official figure,
840,United States of America,5412,Yield,1354,Strawberries,2021,2021,kg/ha,57003.2,A,Official figure,
840,United States of America,5510,Production,1354,Strawberries,2021,2021,t,1211090,A,Official figure,
840,United States of America,5312,Area harvested,1354,Strawberries,2022,2022,ha,22784,A,Official figure,
840,United States of America,5412,Yield,1354,Strawberries,2022,2022,kg/ha,56778.9,A,Official figure,
840,United States of America,5510,Production,1354,Strawberries,2022,2022,t,1293650,A,Official figure,
840,United States of America,5312,Area harvested,1354,Strawberries,2023,2023,ha,22986,A,Official figure,
840,United States of America,5412,Yield,1354,Strawberries,2023,2023,kg/ha,56753.2,A,Official figure,
840,United States of America,5510,Production,1354,Strawberries,2023,2023,t,1304530,A,Official figure,
840,United States of America,5312,Area harvested,1354,Strawberries,2024,2024,ha,24767,A,Official figure,
840,United States of America,5412,Yield,1354,Strawberries,2024,2024,kg/ha,59192.1,A,Official figure,
840,United States of America,5510,Production,1354,Strawberries,2024,2024,t,1466010,A,Official figure,
860,Uzbekistan,5312,Area harvested,1354,Strawberries,2020,2020,ha,1245,A,Official figure,
860,Uzbekistan,5412,Yield,1354,Strawberries,2020,2020,kg/ha,10714.1,A,Official figure,
860,Uzbekistan,5510,Production,1354,Strawberries,2020,2020,t,13339,A,Official figure,
860,Uzbekistan,5312,Area harvested,1354,Strawberries,2021,2021,ha,788,A,Official figure,
860,Uzbekistan,5412,Yield,1354,Strawberries,2021,2021,kg/ha,13834.1,A,Official figure,
860,Uzbekistan,5510,Production,1354,Strawberries,2021,2021,t,10904,A,Official figure,
860,Uzbekistan,5312,Area harvested,1354,Strawberries,2022,2022,ha,783,A,Official figure,
860,Uzbekistan,5412,Yield,1354,Strawberries,2022,2022,kg/ha,13411.1,A,Official figure,
860,Uzbekistan,5510,Production,1354,Strawberries,2022,2022,t,10500.9,A,Official figure,
860,Uzbekistan,5312,Area harvested,1354,Strawberries,2023,2023,ha,864,A,Official figure,
860,Uzbekistan,5412,Yield,1354,Strawberries,2023,2023,kg/ha,11611.3,A,Official figure,
860,Uzbekistan,5510,Production,1354,Strawberries,2023,2023,t,10029.85,A,Official figure,
